article_id,title,source,bias_rating,text,generated_question,question_gen_model
1147,Representative Seth Moulton Announces 2020 Presidential Run,The Daily Caller,right,"Democratic Massachusetts Rep. Seth Moulton became to the third politician from the state to announce a 2020 presidential run Monday.
Moulton, 40, will compete with Democratic Massachusetts Sen. Elizabeth Warren in the Democratic primary. He will also stand in contrast to former Republican Massachusetts Gov. Bill Weld, who is challenging President Donald Trump in the GOP primary.
“I’m running because we have to beat Donald Trump,” Moulton said in a brand-new campaign video. “And I want us to beat Donald Trump because I love this country.”
The congressman has...",Who is the third politician from Massachusetts to announce a 2020 presidential run?,gpt-4o-mini
1148,"McAuliffe, Youngkin Square Off in Virginia Governor's Race",National Review,right,"All eyes are on Virginia this election day as a last-minute surge in the polls for Republican gubernatorial candidate Glenn Youngkin has his party hoping for an upset — and his rival scrambling to avoid one. 
For months, polls showed Terry McAuliffe, the Democratic candidate and former governor of Virginia from 2014 to 2018, in the lead. When early voting began on September 17, Terry McAuliffe was up five points in the RealClearPolitics average.
Then, on September 28, McAuliffe infamously said, “I don’t think parents should be telling schools what they should teach,” and his...",What was the polling status of Terry McAuliffe before Glenn Youngkin's surge in the polls?,gpt-4o-mini
1149,Congress Passes COVID-19 Relief Bill,Washington Times,right,"Democrats and Republicans linked arms Monday and rushed to pass a new round of coronavirus relief, saying they were delivering a measure of hope to families grimly confronting the holidays and new year amid a new round of shutdowns.
The bill, which also included full funding for all other government operations in 2021, cleared both chambers with strong bipartisan support late Monday night. It now needs to be signed into law by President Trump.
The package passed with less than 20 minutes to spare before the midnight deadline, but Congress...",What did Congress pass on Monday that requires President Trump's signature?,gpt-4o-mini
1150,"Biden Holds Post-Election Press Conference, Takes Questions",National Review,right,"President Biden on Wednesday admitted that he plans to do “nothing” differently in the second half of his first term to restore Americans’ confidence in the direction of their country, despite the possibility that Republicans reclaim a majority in the House after an otherwise lackluster midterm performance.
Speaking to reporters the day after the midterm elections, Biden was asked what he might do differently to address voters’ concerns about the economy and the widespread sentiment that the country is generally moving in the wrong direction.
Biden replied: “nothing.”
“I’m not going to change...",What did President Biden say he plans to do differently in the second half of his first term?,gpt-4o-mini
1151,New CA Law Will Require Trump's Tax Returns for 2020 Eligibility,Breitbart News,right,"California Gov. Gavin Newsom has reportedly decided to sign a controversial bill requiring that all presidential candidates publish their tax returns to appear on the state’s primary ballot.
The bill is targeted at President Donald Trump, who has not published his tax returns.",What requirement does the bill signed by California Gov. Gavin Newsom impose on presidential candidates to appear on the state's primary ballot?,gpt-4o-mini
1152,Brown Gets Apology for Geography Lesson,Washington Times,right,"A New Hampshire Senate debate moderator apologized to Republican candidate Scott Brown on Thursday for incorrectly disputing him on state geography.
WMUR reporter James Pindell asked Mr. Brown, a former Massachusetts senator, what he thinks is going “right” and “wrong” in Sullivan County, which lies on the western border of New Hampshire, Fox News reported Friday.
Mr. Brown responded with a number of economic challenges that faced areas of the s",What did Scott Brown discuss regarding economic challenges in Sullivan County during the New Hampshire Senate debate?,gpt-4o-mini
1153,Further Shutdowns Possible?,Newsmax (News),right,"Senate Minority Leader Mitch McConnell made it clear on Thursday that repealing Obamacare would never be used by Republicans again to bring the federal government to a halt.
“One of my favorite old Kentucky sayings is there’s no education in the second kick of a mule,"" the Kentucky Republican told The Hill. ""The first kick of a mule was when we shut the government down in the mid-1990s — and the second kick was over the last 16 days.
“There is no education in the second kick of a mule,""...",What did Senate Minority Leader Mitch McConnell say about using the repeal of Obamacare to shut down the federal government?,gpt-4o-mini
1154,Trump Leaves White House for Last Time as President,Fox News (Online News),right,"President Trump on Wednesday morning told supporters that ""we will be back in some form"" after he departed the White House for the final time as president, just hours ahead of the inauguration of President-elect Biden.
Trump made the comments at Joint Base Andrews as he was about to fly to Mar-a-Lago in Florida. Trump landed on Air Force One in Florida with about one hour left in his term.
As Trump walked to the podium in Joint Base Andrews, he was greeted by a 21-gun salute with...",What did President Trump say to supporters as he departed the White House for the final time?,gpt-4o-mini
1155,AG Barr Says DOJ Hasn't Found Evidence of Decisive Voter Fraud,New York Post (News),right,"Attorney General William Barr said Tuesday the Justice Department has not uncovered evidence of widespread voter fraud that would alter the 2020 presidential election outcome.
In an interview with the Associated Press, the nation’s top law enforcement officer said US attorneys and FBI agents have been looking into specific complaints and other information they have received, but have found nothing that would change the outcome of the election.
“To date, we have not seen fraud on a scale that could have affected a different outcome in the election,” Barr told...",What did Attorney General William Barr say about the evidence of widespread voter fraud in the 2020 presidential election?,gpt-4o-mini
1156,How Would Overturning Roe v Wade Impact the 2022 Elections?,Jim Geraghty,right,"Sean Patrick Maloney, the chairman of the Democratic Congressional Campaign Committee, declared last night, “only Democrats will protect our freedoms. That is now the central choice in the 2022 election.” I can’t help but wonder how many gas stations with a price around $4.36 per gallon Maloney passed as he was typing that tweet.",What did Sean Patrick Maloney declare about the central choice in the 2022 election?,gpt-4o-mini
