Unnamed: 0,title,tags,heading,source,text,bias_rating
17839,Representative Seth Moulton Announces 2020 Presidential Run,"['Election 2020', 'Seth Moulton', 'Presidential Elections', 'Elections']",Congressman Who Wanted To Oust Pelosi Wants To Take On Trump In 2020,The Daily Caller,"Democratic Massachusetts Rep. Seth Moulton became to the third politician from the state to announce a 2020 presidential run Monday.
Moulton, 40, will compete with Democratic Massachusetts Sen. Elizabeth Warren in the Democratic primary. He will also stand in contrast to former Republican Massachusetts Gov. Bill Weld, who is challenging President Donald Trump in the GOP primary.
“I’m running because we have to beat Donald Trump,” Moulton said in a brand-new campaign video. “And I want us to beat Donald Trump because I love this country.”
The congressman has...",right
11253,"McAuliffe, Youngkin Square Off in Virginia Governor's Race","['Elections', 'Virginia', 'Terry McAuliffe', 'Glenn Youngkin', 'Republican Party', 'Democratic Party']",Virginia Upset Brewing? McAuliffe Missteps Give Youngkin an Opening in Election Day’s Marquee Race,National Review,"All eyes are on Virginia this election day as a last-minute surge in the polls for Republican gubernatorial candidate Glenn Youngkin has his party hoping for an upset — and his rival scrambling to avoid one. 
For months, polls showed Terry McAuliffe, the Democratic candidate and former governor of Virginia from 2014 to 2018, in the lead. When early voting began on September 17, Terry McAuliffe was up five points in the RealClearPolitics average.
Then, on September 28, McAuliffe infamously said, “I don’t think parents should be telling schools what they should teach,” and his...",right
15632,Congress Passes COVID-19 Relief Bill,"['Economic Policy', 'Coronavirus', 'US Congress', 'Economy And Jobs']","House, Senate pass COVID-19 relief bill, which now heads to Trump's desk",Washington Times,"Democrats and Republicans linked arms Monday and rushed to pass a new round of coronavirus relief, saying they were delivering a measure of hope to families grimly confronting the holidays and new year amid a new round of shutdowns.
The bill, which also included full funding for all other government operations in 2021, cleared both chambers with strong bipartisan support late Monday night. It now needs to be signed into law by President Trump.
The package passed with less than 20 minutes to spare before the midnight deadline, but Congress...",right
3050,"Biden Holds Post-Election Press Conference, Takes Questions","['Joe Biden', '2022 Elections', 'Politics', 'White House', 'Media Industry', 'Democratic Party', 'Democracy', 'Voting Rights And Voter Fraud']",Biden Says He Plans to Do ‘Nothing’ Differently in Second Half of Presidency,National Review,"President Biden on Wednesday admitted that he plans to do “nothing” differently in the second half of his first term to restore Americans’ confidence in the direction of their country, despite the possibility that Republicans reclaim a majority in the House after an otherwise lackluster midterm performance.
Speaking to reporters the day after the midterm elections, Biden was asked what he might do differently to address voters’ concerns about the economy and the widespread sentiment that the country is generally moving in the wrong direction.
Biden replied: “nothing.”
“I’m not going to change...",right
19426,New CA Law Will Require Trump's Tax Returns for 2020 Eligibility,"['Donald Trump', '2020 Election', 'California', 'Tax Returns', 'Elections']",California Gov. Gavin Newsom to Sign Bill Requiring Trump Tax Returns,Breitbart News,"California Gov. Gavin Newsom has reportedly decided to sign a controversial bill requiring that all presidential candidates publish their tax returns to appear on the state’s primary ballot.
The bill is targeted at President Donald Trump, who has not published his tax returns.",right
18014,Brown Gets Apology for Geography Lesson,['Elections'],Brown gets apology after debate moderator incorrectly challenges him,Washington Times,"A New Hampshire Senate debate moderator apologized to Republican candidate Scott Brown on Thursday for incorrectly disputing him on state geography.
WMUR reporter James Pindell asked Mr. Brown, a former Massachusetts senator, what he thinks is going “right” and “wrong” in Sullivan County, which lies on the western border of New Hampshire, Fox News reported Friday.
Mr. Brown responded with a number of economic challenges that faced areas of the s",right
6291,Further Shutdowns Possible?,"['US Congress', 'Politics']",McConnell: No More Shutdowns Over Obamacare,Newsmax (News),"Senate Minority Leader Mitch McConnell made it clear on Thursday that repealing Obamacare would never be used by Republicans again to bring the federal government to a halt.
“One of my favorite old Kentucky sayings is there’s no education in the second kick of a mule,"" the Kentucky Republican told The Hill. ""The first kick of a mule was when we shut the government down in the mid-1990s — and the second kick was over the last 16 days.
“There is no education in the second kick of a mule,""...",right
14150,Trump Leaves White House for Last Time as President,"['Donald Trump', 'White House', 'Joe Biden', 'Biden Inauguration', '2020 Election']","Trump departs White House, tells supporters in final address as president: 'We will be back in some form'",Fox News (Online News),"President Trump on Wednesday morning told supporters that ""we will be back in some form"" after he departed the White House for the final time as president, just hours ahead of the inauguration of President-elect Biden.
Trump made the comments at Joint Base Andrews as he was about to fly to Mar-a-Lago in Florida. Trump landed on Air Force One in Florida with about one hour left in his term.
As Trump walked to the podium in Joint Base Andrews, he was greeted by a 21-gun salute with...",right
2886,AG Barr Says DOJ Hasn't Found Evidence of Decisive Voter Fraud,"['Voting Rights And Voter Fraud', 'Elections', '2020 Election', 'Justice Department', 'William Barr']",AG Barr says no evidence of fraud that would change 2020 election outcome,New York Post (News),"Attorney General William Barr said Tuesday the Justice Department has not uncovered evidence of widespread voter fraud that would alter the 2020 presidential election outcome.
In an interview with the Associated Press, the nation’s top law enforcement officer said US attorneys and FBI agents have been looking into specific complaints and other information they have received, but have found nothing that would change the outcome of the election.
“To date, we have not seen fraud on a scale that could have affected a different outcome in the election,” Barr told...",right
6805,How Would Overturning Roe v Wade Impact the 2022 Elections?,"['2022 Elections', 'Abortion', 'Supreme Court', 'Politics', 'Roe V Wade', 'Elections', 'Democratic Party', 'Republican Party']",How Likely Is Abortion to be the Central Issue in the 2022 Midterms?,Jim Geraghty,"Sean Patrick Maloney, the chairman of the Democratic Congressional Campaign Committee, declared last night, “only Democrats will protect our freedoms. That is now the central choice in the 2022 election.” I can’t help but wonder how many gas stations with a price around $4.36 per gallon Maloney passed as he was typing that tweet.",right
2266,Voices on Both Sides Support the Bipartisan Electoral Reform Deal. Can It Pass?,"['Voting Rights And Voter Fraud', 'Elections', 'Bipartisanship', 'US Senate', 'Joe Manchin', 'Susan Collins', '2020 Election', 'Electoral Count Act', 'US Congress', 'Politics']",Bipartisan electoral reform is possible,Washington Examiner,"It is still unclear what exactly Speaker Nancy Pelosi’s (D-CA) Jan. 6 committee is trying to accomplish, but a bipartisan group of 16 senators proved this week the body’s work is not necessary to reach real, productive, commonsense electoral reform.
Negotiated by Sens. Susan Collins (R-ME) and Joe Manchin (D-WV), the Electoral Count Reform and Presidential Transition Improvement Act is perhaps most praiseworthy for what is not in it. Specifically, all of the highly partisan and harmful provisions of the Democrats' preferred electoral legislation — The For the People Act, which would have banned voter...",right
8121,The Final Stretch,"['Presidential Elections', 'Elections']",Clinton campaign schedule: 33 events in 11 states this weekend,Washington Times,"It had to end sometime. This is the last of the Inside the Beltway weekend candidate reports — that is, until we start tracking outgoing and incoming presidents, transition teams, long goodbyes, short tempers, hanging chads, hysterical journalists and everything else looming on the horizon. On this final weekend before Election Day, here’s where Donald Trump and Hillary Clinton will be.",right
